Year/Make, Model, Price, Rating, Mileage
Used 2018 Lexus, RX 350L Premium AWD, 23998, Excellent Price, 124561
Used 2018 Lexus, LS 500 AWD, 43998, Great Price, 63920
Used 2018 Lexus, LX 570 3-Row, 47899, Great Price, 83602
Used 2018 Lexus, LC 500h, 48444, Excellent Price, 72001
Used 2018 Lexus, RX 350L Premium AWD, 33234, Great Price, 40309
Used 2018 Lexus, LS 500 AWD, 36995, Great Price, 80712
Used 2018 Lexus, GS 350 F Sport RWD, 20995, Excellent Price, 119980
Used 2018 Lexus, LS 500 AWD, 42966, Excellent Price, 39235
Used 2018 Lexus, RX 350L Premium AWD, 21911, Excellent Price, 132404
Used 2018 Lexus, GX 460 Luxury, 32844, Excellent Price, 80964
Used 2018 Lexus, RX 350L Luxury AWD, 36977, Excellent Price, 48222
Used 2018 Lexus, GX 460, 32500, Great Price, 56617
Used 2018 Lexus, GX 460, 32777, Great Price, 52148
Used 2018 Lexus, NX 300 AWD, 23998, Fair Price, 80209
Used 2018 Lexus, RX 450hL Premium AWD, 29904, Great Price, 83797
Used 2018 Lexus, RX 350L Premium AWD, 31000, Great Price, 61358
Used 2018 Lexus, NX 300 F Sport AWD, 29350, Great Price, 49244
Used 2018 Lexus, RX 350 AWD, 25998, Fair Price, 117822
Used 2018 Lexus, GX 460 Premium, 36998, Great Price, 47030
Used 2018 Lexus, RC 300 F Sport AWD, 22163, Excellent Price, 71591
Used 2018 Lexus, GX 460, 22966, Great Price, 126151
Used 2018 Lexus, RX 350 AWD, 25900, Fair Price, 105522
Used 2018 Lexus, RX 350L Premium AWD, 32618, Fair Price, 50524
Used 2018 Lexus, RX 450h F Sport AWD, 27500, Great Price, 74530
Used 2018 Lexus, ES 350, 26950, High Price, 44418
Used 2018 Lexus, ES 350, 26350, Fair Price, 58855
Used 2018 Lexus, LS 500 AWD, 36350, Excellent Price, 78782
Used 2018 Lexus, RX 350 AWD, 29998, Great Price, 65433
Used 2018 Lexus, LC 500, 50995, Fair Price, 81104
Used 2018 Lexus, RX 350 AWD, 30150, High Price, 63072
Used 2018 Lexus, LS 500 RWD, 41000, Fair Price, 45237
Used 2018 Lexus, RX 450hL Premium AWD, 26250, Great Price, 93972
Used 2018 Lexus, LC 500, 50995, Fair Price, 81104
Used 2018 Lexus, NX 300 AWD, 22998, Fair Price, 81325
Used 2018 Lexus, NX 300 AWD, 21000, Fair Price, 96200
Used 2018 Lexus, ES 300h, 30550, Fair Price, 40517
Used 2018 Lexus, ES 350, 23893, Fair Price, 61989
Used 2018 Lexus, GX 460 Premium, 33700, High Price, 82409
Used 2018 Lexus, LS 500 RWD, 36800, Fair Price, 76182
Used 2018 Lexus, RX 350 AWD, 30150, High Price, 63072
Used 2018 Lexus, RX 350L Premium AWD, 27997, Fair Price, 94602
Used 2018 Lexus, RX 350L Premium AWD, 26911, Excellent Price, 86951
Used 2018 Lexus, LC 500, 54980, High Price, 80190
Used 2018 Lexus, LX 570 3-Row, 47958, High Price, 104791
Used 2018 Lexus, ES 300h, 21999, High Price, 88015
Used 2018 Lexus, GX 460 Premium, 32787, High Price, 82943
Used 2018 Lexus, RX 350L Premium AWD, 33999, High Price, 50435
Used 2018 Lexus, RC 350 AWD, 33995, High Price, 59063
Used 2018 Lexus, IS 300 F Sport RWD, 21430, High Price, 98501
Used 2018 Lexus, ES 350, 20999, Fair Price, 74010
Used 2018 Lexus, RX 350 AWD, 17999, Great Price, 146052
Used 2018 Lexus, GX 460, 33299, High Price, 70564
Used 2018 Lexus, IS 300 F Sport RWD, 23997, High Price, 68800
Used 2018 Lexus, IS 300 AWD, 22995, High Price, 87797
Used 2018 Lexus, ES 350, 25995, Fair Price, 43186
Used 2018 Lexus, NX 300 AWD, 27000, Fair Price, 28357
Used 2018 Lexus, IS 350 RWD, 20444, High Price, 81324
Used 2018 Lexus, RX 350 AWD, 25998, High Price, 91084
Used 2018 Lexus, NX 300 AWD, 24995, High Price, 47694
Used 2018 Lexus, RX 350L Premium AWD, 30000, Great Price, 64268
Used 2018 Lexus, RX 350 AWD, 26500, Fair Price, 84702
Used 2018 Lexus, LS 500h RWD, 29995, High Price, 123796
Used 2018 Lexus, IS 300 F Sport RWD, 21163, High Price, 80900
Used 2018 Lexus, IS 300 AWD, 27995, High Price, 17405
Used 2018 Lexus, GS 350 F Sport AWD, 24995, High Price, 125563
Used 2018 Lexus, RC 300 AWD, 26600, High Price, 93101
Used 2018 Lexus, NX 300 AWD, 24890, Fair Price, 52210
Used 2018 Lexus, RX 350L Premium AWD, 25990, High Price, 100433
Used 2018 Lexus, GX 460, 29877, High Price, 90937
Used 2018 Lexus, RC 300 F Sport AWD, 34000, High Price, 52843
Used 2018 Lexus, ES 350, 17999, High Price, 93900
Used 2018 Lexus, RC 300 F Sport RWD, 21885, High Price, 92331
Used 2018 Lexus, IS 300 RWD, 24500, High Price, 86363
Used 2018 Lexus, IS 300 RWD, 17599, High Price, 110422
Used 2018 Lexus, RX 350L Premium AWD, 32995, High Price, 59022
